id	name	province	district	division	location	sub_location	level	agency	latitude	longitude	email	emergency_number_one	emergency_number_two
4397	MOSCARE MEDICAL CLINIC	NYANZA	KISII CENTRAL	KEUMBU	BOSONGO	NYAURA	6	PRIV	-0.68494	34.77549	nmoscaremedicalclinic@healthcare.com	0777309641	0700093452
4398	ST. MARTHA'S CHIMOI DISP	WESTERN	KAKAMEGA	KABRAS	SHIVANGA	TOMBO	6	PRIV	0.572324	34.830662	wst.martha'schimoidisp@healthcare.com	0761276632	0704743323
4399	MWANANCHI  DISP	NYANZA	KISII CENTRAL	SUNEKA	BOGIAKUMU	BOMWANDA	4	PRIV	-0.66096	34.73825	nmwananchidisp@healthcare.com	0768261221	0742736378
4400	TURUVINI CLINIC	WESTERN	KAKAMEGA	IKOLOMANI	SHIKUMU	SHABWALI	6	PRIV	0.166807	34.696788	wturuviniclinic@healthcare.com	0700606314	0736414159
4401	MWEMBE MEDICAL CLINIC	NYANZA	KISII CENTRAL	MOSOCHO	NYATIEKO	MWAMOSIOMA(MOSOCHO)	6	PRIV	-0.63452	34.77566	nmwembemedicalclinic@healthcare.com	0746884789	0761214670
4402	UPENDO CLINIC	WESTERN	KAKAMEGA	NAVAKHOLO	BUNYALA WEST	LUSUMU	6	PRIV	0.362409	34.625339	wupendoclinic@healthcare.com	0795610014	0752886282
4403	NYABUNWA COMMUNITY HEALTH CLINIC	NYANZA	KISII CENTRAL	SUNEKA	BOMORENDA	BONYANCHAIRE	6	PRIV	-0.67578	34.70688	nnyabunwacommunityhealthclinic@healthcare.com	0785708978	0748644715
4404	BIBERION CLINIC	WESTERN	LUGARI/MALAVA	LIKUYANI	NZOIA	MATUNDA(LUGARI)	6	PRIV	0.825262	35.120877	wbiberionclinic@healthcare.com	0747323128	0761258590
4405	NYAMATUTA PRIVATE CLINIC	NYANZA	KISII CENTRAL	MOSOCHO	ETORA	BIGEGE(C.KISII)	6	PRIV	-0.58367	34.7525	nnyamatutaprivateclinic@healthcare.com	0722560671	0711569172
4406	FRIENDS CLINIC	WESTERN	LUGARI/MALAVA	LIKUYANI	NZOIA	MATUNDA(LUGARI)	6	PRIV	0.831555	35.120662	wfriendsclinic@healthcare.com	0773963960	0768189930
4407	NYANGENA HOSPITAL	NYANZA	KISII CENTRAL	TOWNSHIP	TOWNSHIP	MWAMOSIOMA(TOWNSHIP)	5	PRIV	-0.66002	34.74823	nnyangenahospital@healthcare.com	0728339675	0799515267
4408	GO DOWN MEDICAL CLINIC	WESTERN	LUGARI/MALAVA	LIKUYANI	NZOIA	MATUNDA(LUGARI)	6	PRIV	0.839307	35.107917	wgodownmedicalclinic@healthcare.com	0766182174	0702573158
4409	NYANSIRE MEDICAL CLINIC	NYANZA	KISII CENTRAL	KEUMBU	KEUMBU	BIRONGO	6	PRIV	-0.7575	34.9118	nnyansiremedicalclinic@healthcare.com	0797048352	0760824039
4410	MABUSI HEALTH CENTRE	WESTERN	LUGARI/MALAVA	LIKUYANI	SINOKO	MILIMANI(LUGARI)	3	PRIV	0.850481	35.113114	wmabusihealthcentre@healthcare.com	0773659201	0797090041
4411	NYAORE DISP	NYANZA	KISII CENTRAL	MOSOCHO	BOGEKA	GESONI	4	PRIV	-0.60557	34.76726	nnyaoredisp@healthcare.com	0785720507	0737881133
4412	MARCO AFYA CENTRE	WESTERN	LUGARI/MALAVA	LIKUYANI	NZOIA	MATUNDA(LUGARI)	6	PRIV	0.827788	35.12158	wmarcoafyacentre@healthcare.com	0745057848	0771932366
4413	NYAUNDI CLINIC	NYANZA	KISII CENTRAL	MOSOCHO	NYAMACHEMANGE	MATIEKO	6	PRIV	-0.58397	34.7316	nnyaundiclinic@healthcare.com	0776759570	0707069370
4414	MUTONI MEDICAL CLINIC	WESTERN	LUGARI/MALAVA	LIKUYANI	NZOIA	MATUNDA(LUGARI)	6	PRIV	0.825788	35.121532	wmutonimedicalclinic@healthcare.com	0710672436	0748745076
4415	OGEGA PRIVATE CLINIC	NYANZA	KISII CENTRAL	KEUMBU	KIOGORO	MATUMWA	6	PRIV	-0.75065	34.7889	nogegaprivateclinic@healthcare.com	0734145233	0782369711
4416	NZOIA COMMUNITY HEALTH CLINIC	WESTERN	LUGARI/MALAVA	LIKUYANI	SINOKO	NZOIA(LUGARI)	6	PRIV	0.867458	35.044375	wnzoiacommunityhealthclinic@healthcare.com	0796351562	0784552755
4417	SOYSAMBU COMMUNITY DISP.	WESTERN	LUGARI/MALAVA	LIKUYANI	KONGONI	MAWE TATU	4	PRIV	0.777052	35.1048	wsoysambucommunitydisp.@healthcare.com	0748019489	0746424603
4418	ONDUSO PRIVATE CLINIC	NYANZA	KISII CENTRAL	MARANI	MWAKIBAGENDI	ONYWERE	6	PRIV	-0.58977	34.78055	nondusoprivateclinic@healthcare.com	0790403418	0739715466
4419	ST. MARY'S MAUTUMA CLINIC	WESTERN	LUGARI/MALAVA	LUGARI	MAUTUMA	MBAGARA	6	PRIV	0.707857	35.009882	wst.mary'smautumaclinic@healthcare.com	0774649688	0791721004
4420	ONGERI'S HEALTH CLINIC	NYANZA	KISII CENTRAL	SUNEKA	BOMARIBA	BOMARIBA	6	PRIV	-0.63039	34.7025	nongeri'shealthclinic@healthcare.com	0762112005	0711781103
4421	CENTRAL CLINIC	WESTERN	TESO	AMAGORO	AKADETEWAI	KOMIRIAI	6	PRIV	0.641481	34.274248	wcentralclinic@healthcare.com	0766332177	0747838541
4422	PETER'S PRIVATE CLINIC	NYANZA	KISII CENTRAL	MOSOCHO	NYAMACHEMANGE	SANTA	6	PRIV	-0.57115	34.75049	npeter'sprivateclinic@healthcare.com	0793867321	0779728415
4423	LAKEVIEW CLINIC	WESTERN	TESO	AMAGORO	AMONI	KAJEI	6	PRIV	0.634578	34.270797	wlakeviewclinic@healthcare.com	0779402581	0721741559
4424	RAM MEMORIAL HOSPITAL LTD.	NYANZA	KISII CENTRAL	TOWNSHIP	TOWNSHIP	TOWNSHIP(KISII)	5	PRIV	-0.67377	34.77308	nrammemorialhospitalltd.@healthcare.com	0739231882	0707109873
4425	MT. ELGON COTTAGE HOSP.	WESTERN	TESO	AMAGORO	AKADETEWAI	KOMIRIAI	5	PRIV	0.63918	34.277124	wmt.elgoncottagehosp.@healthcare.com	0749426883	0777985951
4426	ROBINSON MUTURWA'S CLINIC	NYANZA	KISII CENTRAL	KEUMBU	KEGATI	KEGATI	6	PRIV	-0.70755	34.81914	nrobinsonmuturwa'sclinic@healthcare.com	0739830558	0764900919
4427	AFYA CHAVAKALI CLINIC	WESTERN	VIHIGA	SABATIA	CHAVAKALI	WALODEYA	6	PRIV	0.116274	34.731469	wafyachavakaliclinic@healthcare.com	0727443838	0758388040
4428	ROGA MEDICAL CENTRE	NYANZA	KISII CENTRAL	MARANI	MWAGICHANA	IGEMO	6	PRIV	-0.57545	34.7981	nrogamedicalcentre@healthcare.com	0715874061	0717649200
4429	ALIMBO MEDICAL CLINIC	WESTERN	VIHIGA	SABATIA	NORTH MARAGOLI	MUDETE	6	PRIV	0.128604	34.773958	walimbomedicalclinic@healthcare.com	0796707872	0767902031
4430	ST VERONICA MEDICAL CLINIC	NYANZA	KISII CENTRAL	KEUMBU	BOSONGO	NYAURA	6	PRIV	-0.68378	34.77338	nstveronicamedicalclinic@healthcare.com	0712334057	0702313190
4431	ALLIANCE CLINIC	WESTERN	VIHIGA	SABATIA	CHAVAKALI	WALODEYA	6	PRIV	0.120212	34.739319	wallianceclinic@healthcare.com	0797949805	0799725177
4432	SUNEKA CLINIC	NYANZA	KISII CENTRAL	SUNEKA	BOMORENDA	BONYANCHAIRE	6	PRIV	-0.67489	34.70718	nsunekaclinic@healthcare.com	0717018388	0745816823
4433	ALPHA MEDICAL CLINIC	WESTERN	VIHIGA	SABATIA	CHAVAKALI	WALODEYA	6	PRIV	0.112454	34.727864	walphamedicalclinic@healthcare.com	0715249983	0710359215
4434	SUNEKA HEALTH UNIT	NYANZA	KISII CENTRAL	SUNEKA	BOMORENDA	BONYANCHAIRE	6	PRIV	-0.67496	34.70751	nsunekahealthunit@healthcare.com	0732598721	0762969268
4435	BOYANI MEDICAL CLINIC	WESTERN	VIHIGA	TIRIKI WEST	JEPKOYAI	TIGOI	6	PRIV	0.02	34.72	wboyanimedicalclinic@healthcare.com	0742036699	0789678634
4436	SUNEKA MEDICAL CLINIC (ROYAL)	NYANZA	KISII CENTRAL	SUNEKA	BOMORENDA	BONYANCHAIRE	6	PRIV	-0.67591	34.70904	nsunekamedicalclinic(royal)@healthcare.com	0754383666	0744464289
4437	GESIMA MB CLINIC	NYANZA	KISII NORTH	RIGOMA	GESIMA	RIAMONI	6	PRIV	-0.706945	34.991178	ngesimambclinic@healthcare.com	0705626644	0764979148
4438	CAROL AFANDE MEMORIAL CLINIC	WESTERN	VIHIGA	SABATIA	CHAVAKALI	IGUNGA	6	PRIV	0.111784	34.706368	wcarolafandememorialclinic@healthcare.com	0784483616	0748951060
4439	HAPPY CLINIC	NYANZA	KISII NORTH	NYAMIRA	BONYAMATUTA CHA	TOWNSHIP(NYAMIRA)	6	PRIV	-0.557761	34.932733	nhappyclinic@healthcare.com	0772570650	0777304092
4440	CHAVAKALI CLINIC	WESTERN	VIHIGA	SABATIA	CHAVAKALI	WALODEYA	6	PRIV	0.120212	34.739319	wchavakaliclinic@healthcare.com	0763967607	0712739886
4441	HEMA HOSPITAL	NYANZA	KISII NORTH	RIGOMA	EAST KITUTU	BOCHARIA	5	PRIV	-0.76496	34.9472	nhemahospital@healthcare.com	0749626676	0726685897
4442	E E OGOT'S MED CLINIC	WESTERN	VIHIGA	SABATIA	NORTH MARAGOLI	MUDETE	6	PRIV	0.1171	34.771487	weeogot'smedclinic@healthcare.com	0773468186	0764966625
4443	IBARA DISP	NYANZA	KISII NORTH	EKERENYO	KIABONYORU	NYANGOGE(NYAMIRA)	4	PRIV	-0.58	34.97	nibaradisp@healthcare.com	0795534797	0786719645
4444	EQUATOR HOSPITAL LUANDA	WESTERN	VIHIGA	LUANDA	S.W BUNYORE	MWITUBWI	5	PRIV	0.022804	34.588619	wequatorhospitalluanda@healthcare.com	0793060820	0709695724
4445	KEMERA DISP	NYANZA	KISII NORTH	MANGA	KEMERA	KEMERA	4	PRIV	-0.663711	34.83166	nkemeradisp@healthcare.com	0746310626	0782344749
4446	ESIRULO CLINIC	WESTERN	VIHIGA	LUANDA	CENTRAL BUNYORE	ESIRULO	6	PRIV	0.116597	34.614424	wesiruloclinic@healthcare.com	0710555604	0704513044
4447	KERITOR DISP	NYANZA	KISII NORTH	BORABU	KIANGENI	NYANKONO	4	PRIV	-0.57	35.0465	nkeritordisp@healthcare.com	0756210819	0734899415
4448	FRIENDS CLINIC	WESTERN	VIHIGA	VIHIGA	WAMULUMA	MBIHI	6	PRIV	0.084016	34.722109	wfriendsclinic@healthcare.com	0767829235	0717978471
4449	KIPTENDEN DISP	NYANZA	KISII NORTH	BORABU	KIANGENI	NYANKONO	4	PRIV	-0.5	35.05	nkiptendendisp@healthcare.com	0762877011	0740294260
4450	HIGHWAY MED CENTRE	WESTERN	VIHIGA	LUANDA	S.W BUNYORE	MWITUBWI	6	PRIV	0.022101	34.589081	whighwaymedcentre@healthcare.com	0764545137	0796518728
4451	MAGWAGWA CENTRAL CLINIC	NYANZA	KISII NORTH	EKERENYO	N. MUG. CHACHE	MAGWAGWA	6	PRIV	-0.47	35.03	nmagwagwacentralclinic@healthcare.com	0788764449	0727201982
4452	JAMII MED CLINIC	WESTERN	VIHIGA	VIHIGA	CENTRAL MARAGOLI	EMANDA	6	PRIV	0.046225	34.72091	wjamiimedclinic@healthcare.com	0732422549	0770900218
4453	MAGWAGWA HAPPY CLINIC	NYANZA	KISII NORTH	EKERENYO	N. MUG. CHACHE	BONYENGWE	6	PRIV	-0.48	35.02	nmagwagwahappyclinic@healthcare.com	0702453311	0767967450
4454	JEBROK MED CLINIC	WESTERN	VIHIGA	TIRIKI WEST	JEPKOYAI	TIGOI	6	PRIV	0.001207	34.738614	wjebrokmedclinic@healthcare.com	0718797162	0709599607
4455	JOSHI MED CLINIC	WESTERN	VIHIGA	TIRIKI EAST	SHAVIRINGA	SHIRU	6	PRIV	0.142441	34.882321	wjoshimedclinic@healthcare.com	0738781428	0793808148
4456	MAGWAGWA MEDICAL CLINIC	NYANZA	KISII NORTH	EKERENYO	N. MUG. CHACHE	MAGWAGWA	6	PRIV	-0.47	35.02	nmagwagwamedicalclinic@healthcare.com	0701054664	0702768031
4457	KAVIRONDO DISP	WESTERN	VIHIGA	VIHIGA	WAMULUMA	MBIHI	4	PRIV	0.077789	34.718659	wkavirondodisp@healthcare.com	0742196130	0713911376
4458	MOGUSII MEDICAL CLINIC	NYANZA	KISII NORTH	BORABU	MEKENENE	MOGUSII(NYAMIRA)	6	PRIV	-0.666268	35.05143	nmogusiimedicalclinic@healthcare.com	0701915295	0777958057
4459	KIBOSWA MEDICAL CLINIC	WESTERN	VIHIGA	TIRIKI WEST	TAMBUA	GAMALENGA	6	PRIV	-0.021404	34.741708	wkiboswamedicalclinic@healthcare.com	0774882460	0704168167
4460	NYAMIRA CENTRAL MEDICAL CLINIC	NYANZA	KISII NORTH	NYAMIRA	BONYAMATUTA CHA	TOWNSHIP(NYAMIRA)	6	PRIV	-0.567023	34.93479	nnyamiracentralmedicalclinic@healthcare.com	0705615286	0794557772
4461	LISASWA MED CLINIC	WESTERN	VIHIGA	SABATIA	WEST MARAGOLI	KISATIRU	6	PRIV	0.130211	34.746923	wlisaswamedclinic@healthcare.com	0761979461	0722252552
4462	OMOGONCHORO MEDICAL CLINIC	NYANZA	KISII NORTH	MANGA	CENTRAL KITUTU	MORAKO	6	PRIV	-0.611647	34.834286	nomogonchoromedicalclinic@healthcare.com	0735695836	0795473102
4463	LUANDA MEDICAL CHILDHEALTH ANS MEDICAL SERVICES	WESTERN	VIHIGA	LUANDA	WEST BUNYORE	EBUSIKHALE	6	PRIV	0.026038	34.586403	wluandamedicalchildhealthansmedicalservices@healthcare.com	0717752744	0711109524
4464	LUANDA WAYSIDE MEDICAL CLINIC	WESTERN	VIHIGA	LUANDA	WEST BUNYORE	EBUSIKHALE	6	PRIV	0.028163	34.584634	wluandawaysidemedicalclinic@healthcare.com	0753110216	0764849778
4465	SOTIK HIGHLANDS DISP	NYANZA	KISII NORTH	BORABU	MEKENENE	MWONGORI	4	PRIV	-0.687633	35.05	nsotikhighlandsdisp@healthcare.com	0766469488	0770018982
4466	LUSENGELI CLINIC	WESTERN	VIHIGA	SABATIA	WODANGA	LUSENGELI	6	PRIV	0.112202	34.811082	wlusengeliclinic@healthcare.com	0758245550	0722674837
4467	ACOBOS CLINIC	NYANZA	KISUMU	WINAM	TOWNSHIP	NORTHERN	6	PRIV	-0.096534	34.763332	nacobosclinic@healthcare.com	0792753672	0731431975
4468	LWANDA CLINIC	WESTERN	VIHIGA	LUANDA	WEST BUNYORE	EBUSIEKWE	6	PRIV	0.069278	34.5739	wlwandaclinic@healthcare.com	0729591029	0799401011
4469	AGA KHAN HOSPITAL	NYANZA	KISUMU	WINAM	TOWNSHIP	NORTHERN	5	PRIV	-0.097193	34.7629	nagakhanhospital@healthcare.com	0701528944	0770717856
4470	MAJENGO MEDICAL CLINIC	WESTERN	VIHIGA	VIHIGA	CENTRAL MARAGOLI	IKUMBA	6	PRIV	0.052262	34.723808	wmajengomedicalclinic@healthcare.com	0735344533	0765065616
4471	BAMA CLINIC	NYANZA	KISUMU	WINAM	WEST KOLWA	NYALENDA 'A'	6	PRIV	-0.115525	34.776966	nbamaclinic@healthcare.com	0755741336	0765617470
4472	MANYATTA MEDICAL CLINIC	WESTERN	VIHIGA	VIHIGA	CENTRAL MARAGOLI	CHANGO	6	PRIV	0.06247	34.720154	wmanyattamedicalclinic@healthcare.com	0700223274	0721810411
4473	CENTRAL CLINIC	NYANZA	KISUMU	WINAM	TOWNSHIP	SOUTHERN	6	PRIV	-0.1	34.75	ncentralclinic@healthcare.com	0779663539	0791181256
4474	MASARA HIGHWAY CLINIC	WESTERN	VIHIGA	VIHIGA	SOUTH MARAGOLI	IDELERI	6	PRIV	0.00927	34.709501	wmasarahighwayclinic@healthcare.com	0768931760	0710645048
4475	CENTRAL HOSPITAL KISUMU	NYANZA	KISUMU	KOMBEWA	N.C. SEME	KADERO(KOMBEWA)	5	PRIV	-0.058	34.47	ncentralhospitalkisumu@healthcare.com	0750798498	0795708264
4476	MBALE CLINIC	WESTERN	VIHIGA	SABATIA	IZAVA NORTH	MBALE	6	PRIV	0.095889	34.730595	wmbaleclinic@healthcare.com	0758755437	0782441048
4477	EMMANUEL'S BETHSEDA AFYA BORA MEDICAL CLINIC	NYANZA	KISUMU	KOMBEWA	S.C. SEME	WEST KANYADWERA	6	PRIV	-0.068063	34.430464	nemmanuel'sbethsedaafyaboramedicalclinic@healthcare.com	0758617529	0722930443
4478	MBALE MEDICAL CLINIC	WESTERN	VIHIGA	SABATIA	IZAVA NORTH	MBALE	6	PRIV	0.095889	34.730595	wmbalemedicalclinic@healthcare.com	0748016660	0759515407
4479	MIJAY CLINIC	WESTERN	VIHIGA	SABATIA	IZAVA	MUKINGI	6	PRIV	0.092386	34.720702	wmijayclinic@healthcare.com	0733293748	0777457355
4480	HERA MEDICAL CLINIC	NYANZA	KISUMU	KADIBO	KOMBURA	LELA	6	PRIV	-0.18	34.90212	nheramedicalclinic@healthcare.com	0773889369	0783094914
4481	MT EVEREST   CLINIC	WESTERN	VIHIGA	SABATIA	WEST MARAGOLI	KISATIRU	6	PRIV	0.127245	34.759503	wmteverestclinic@healthcare.com	0762244974	0734172653
4482	KANDARIA BAPTIST CLINIC	NYANZA	KISUMU	KADIBO	BWANDA	CENTRAL BWANDA	6	PRIV	-0.264157	34.848123	nkandariabaptistclinic@healthcare.com	0764370795	0739088551
4483	KOKER KAJULU DISP	NYANZA	KISUMU	MASENO	EAST SEME	KOKER KAJULU	4	PRIV	-0.135788	34.551887	nkokerkajuludisp@healthcare.com	0732013531	0760531161
4484	MUDETE CLINIC	WESTERN	VIHIGA	SABATIA	NORTH MARAGOLI	MUDETE	6	PRIV	0.123154	34.770153	wmudeteclinic@healthcare.com	0764915971	0760893011
4485	MUHABINI MED CLINIC	WESTERN	VIHIGA	EMUHAYA	NORTH BUNYORE	EMMUKUNZI	6	PRIV	0.114648	34.632382	wmuhabinimedclinic@healthcare.com	0793427851	0704032566
4486	LUANDA CLINIC	NYANZA	KISUMU	MASENO	N.W. KISUMU	SUNGA	6	PRIV	-0.026038	34.586403	nluandaclinic@healthcare.com	0733029624	0774685017
4487	MASENO MEDICAL CLINIC	NYANZA	KISUMU	MASENO	N.W. KISUMU	SUNGA	6	PRIV	0.005055	34.597313	nmasenomedicalclinic@healthcare.com	0730069843	0728845116
4488	MWIBONA WAYSIDE CLINIC	WESTERN	VIHIGA	LUANDA	S.W BUNYORE	ESIANDUMBA	6	PRIV	0.032852	34.574924	wmwibonawaysideclinic@healthcare.com	0714468398	0726395591
4489	MWANGAZA HOME CLINIC	NYANZA	KISUMU	WINAM	KONDELE	NYAWITA(KISUMU)	6	PRIV	-0.080146	34.768894	nmwangazahomeclinic@healthcare.com	0765081646	0706733889
4490	ODAWA CENTRE LUANDA CLINIC	WESTERN	VIHIGA	LUANDA	WEST BUNYORE	EBUSIKHALE	6	PRIV	0.027203	34.583631	wodawacentreluandaclinic@healthcare.com	0715934981	0777210468
4491	NYANG'ORI MEDICAL CLINIC	NYANZA	KISUMU	WINAM	EAST KISUMU	DAGO	6	PRIV	-0.02242	34.746586	nnyang'orimedicalclinic@healthcare.com	0715868382	0752038671
4492	RAINBOW CLINIC	WESTERN	VIHIGA	EMUHAYA	N.E BUNYORE	EBUKHUNZA	6	PRIV	0.118886	34.647945	wrainbowclinic@healthcare.com	0792358191	0788204349
4493	SETTLERS CLINIC	NYANZA	KISUMU	WINAM	MIWANI	MIWANI NORTH	6	PRIV	-0.051509	34.99	nsettlersclinic@healthcare.com	0767183593	0770184795
4494	ST DELIGHT MED CLINIC	WESTERN	VIHIGA	SABATIA	CHAVAKALI	WALODEYA	6	PRIV	0.114922	34.730471	wstdelightmedclinic@healthcare.com	0745974759	0717114199
4495	ST. JOSEPH'S HOSPITAL, NYABONDO	NYANZA	KISUMU	KADIBO	BWANDA	LOWER BWANDA	5	PRIV	-0.27	34.86	nst.joseph'shospital,nyabondo@healthcare.com	0792628923	0778646915
4496	TIMBOROA MEDICAL CLINIC	NYANZA	KISUMU	WINAM	EAST KISUMU	DAGO	6	PRIV	-0.03	34.75	ntimboroamedicalclinic@healthcare.com	0721198063	0799120422
4497	TIGOI MEDICAL CLINIC	WESTERN	VIHIGA	TIRIKI WEST	JEPKOYAI	TIGOI	6	PRIV	0.01104	34.7267	wtigoimedicalclinic@healthcare.com	0795278312	0780784254
4498	WAYSIDE CLINIC	NYANZA	KISUMU	WINAM	WEST KOLWA	NYALENDA 'B'	6	PRIV	-0.14	34.74	nwaysideclinic@healthcare.com	0788227065	0776978947
4499	VIYALO CLINIC	WESTERN	VIHIGA	SABATIA	CHAVAKALI	VIYALO	6	PRIV	0.107671	34.694242	wviyaloclinic@healthcare.com	0737781873	0781701897
4500	WESTSIDE CLINIC	NYANZA	KISUMU	WINAM	MIWANI	MIWANI WEST	6	PRIV	-0.05	34.85	nwestsideclinic@healthcare.com	0761878392	0727389059
4501	WAYSIDE CLINIC	WESTERN	VIHIGA	VIHIGA	WAMULUMA	MBIHI	6	PRIV	0.079817	34.720193	wwaysideclinic@healthcare.com	0789060051	0744254510
4502	WEST MARAGOLI CLINIC	WESTERN	VIHIGA	SABATIA	CHAVAKALI	WALODEYA	6	PRIV	0.116301	34.731876	wwestmaragoliclinic@healthcare.com	0755391847	0713860793
4503	WINAM MEDICAL CLINIC	NYANZA	KISUMU	WINAM	EAST KOLWA	CHIGA	6	PRIV	-0.07	34.82	nwinammedicalclinic@healthcare.com	0772021757	0788297424
4504							6	PRIV	-2.15539	37.59018	@healthcare.com	0734952689	0790643924
4505	GETONTIRA MEDICAL CLINIC	NYANZA	KURIA	KEHANCHA	BUKIRA EAST	IGENA	6	PRIV	-1.184193	34.63002	ngetontiramedicalclinic@healthcare.com	0768400322	0740918332
4506							7	PRIV	-2.1529	37.58659	@healthcare.com	0715193828	0716892423
4507	HEALTH MOUNTAIN HOSPITAL (MAETA)	NYANZA	KURIA	KEGONGA	MAETA	NYAITARA	5	PRIV	-1.2051	34.6451	nhealthmountainhospital(maeta)@healthcare.com	0731880686	0786076943
4508							6	PRIV	-2.70377	38.04739	@healthcare.com	0722600626	0789870922
4509	IKEREGE MEDICAL CLINIC	NYANZA	KURIA	KEHANCHA	BUKIRA NORTH	IKEREGE	6	PRIV	-1.195791	34.537514	nikeregemedicalclinic@healthcare.com	0708584232	0733077876
4510							6	PRIV	-2.70407	38.04702	@healthcare.com	0788966343	0715682654
4511	KEBAROTI MEDICAL CLINIC	NYANZA	KURIA	KEGONGA	KEBAROTI	KEBAROTI	6	PRIV	-1.318149	34.629125	nkebarotimedicalclinic@healthcare.com	0739391642	0701654894
4512							6	PRIV	-1.81703	37.53584	@healthcare.com	0715075505	0746043577
4513	KEGONGA CLINIC	NYANZA	KURIA	KEGONGA	NYABASI EAST	KEGONGA	6	PRIV	-1.25408	34.6522	nkegongaclinic@healthcare.com	0766538358	0792015273
4514							6	PRIV	-1.81497	37.53588	@healthcare.com	0742676443	0780689500
4515	KEHANCHA MEDICAL CENTRE	NYANZA	KURIA	KEHANCHA	BUKIRA EAST	IGENA	6	PRIV	-1.16961	34.6216	nkehanchamedicalcentre@healthcare.com	0727743621	0788657660
4516							6	PRIV	-1.70313	37.34761	@healthcare.com	0775406280	0773038924
4517	MABERA MEDICAL CLINIC	NYANZA	KURIA	MABERA	TAGARE	MABERA	6	PRIV	-1.176144	34.44928	nmaberamedicalclinic@healthcare.com	0755477526	0712623440
4518							6	PRIV	-1.70385	37.34675	@healthcare.com	0714327430	0758013779
4519	NYANDWA MEDICAL CLINIC	NYANZA	KURIA	NTIMARU	BWIREGE WEST	NTIMARU	6	PRIV	-1.333	34.688	nnyandwamedicalclinic@healthcare.com	0712787631	0746371102
4520	OPICHA MEDICAL CLINIC	NYANZA	KURIA	KEGONGA	NYABASI EAST	KEGONGA	6	PRIV	-1.25	34.65	nopichamedicalclinic@healthcare.com	0796612565	0717024992
4521	EDEN CLINIC URIRI MARKET	NYANZA	MIGORI	URIRI	LOWER KANYAMKAGO	LWALA(MIGORI)	6	PRIV	-0.95	34.52	nedenclinicuririmarket@healthcare.com	0766667374	0774788729
4522	KERARIO MEDICAL CLINIC	NYANZA	MIGORI	SUBA EAST	SUNA RAGANA	MARINDI	6	PRIV	-1.07	34.47	nkerariomedicalclinic@healthcare.com	0704975756	0797954599
4523	NYANDAGO DISP	NYANZA	MIGORI	NYATIKE	EAST KADEM	NYANDAGO	4	PRIV	-1.032018	34.264038	nnyandagodisp@healthcare.com	0796834558	0713907339
4524	NYANDAGO KOWERU DISP	NYANZA	MIGORI	NYATIKE	SOUTH KADEM	E. KANYARUANDA	4	PRIV	-1.02	34.23	nnyandagokowerudisp@healthcare.com	0716804351	0754717939
4525	ONYOUNGO SATELLITE DISPENSARY	NYANZA	NYANDO	LOWER NYAKACH	EAST NYAKACH	JIMO EAST	4	PRIV	-0.311521	35.013113	nonyoungosatellitedispensary@healthcare.com	0753894182	0792385469
4526	AGENGA MEDICAL CLINIC	NYANZA	RACHUONYO	KABONDO	RAMBA	KODUMO WEST	6	PRIV	-0.43	34.825	nagengamedicalclinic@healthcare.com	0784525023	0769187754
4527	AMBIRA MEDICAL CENTRE	NYANZA	RACHUONYO	KASIPUL	KAKELO	KAKELO KAMROTH	6	PRIV	-0.47	34.827	nambiramedicalcentre@healthcare.com	0753393025	0749354325
4528	GENDIA MEDICAL CLINIC	NYANZA	RACHUONYO	EAST KARACHUONYO	NORTH EAST KARACHUON	KONYANGO MAJIERI	6	PRIV	-0.37	34.65	ngendiamedicalclinic@healthcare.com	0739276381	0770738915
4529	HOMA HILLS COMMUNITY H C	NYANZA	RACHUONYO	WEST KARACHUONYO	KANAM B	RABOUR	3	PRIV	-0.34653	34.4981	nhomahillscommunityhc@healthcare.com	0728752852	0763105620
4530	KADONGO NURSING HOME	NYANZA	RACHUONYO	EAST KARACHUONYO	KANYALUO SOUTH	KAMENYA SOUTH	4	PRIV	-0.48	34.63	nkadongonursinghome@healthcare.com	0728010559	0798572475
4531	MUMBU MEDICAL CLINIC	NYANZA	RACHUONYO	KASIPUL	WEST KAMAGAK	KAMUMA	6	PRIV	-0.505811	34.734126	nmumbumedicalclinic@healthcare.com	0769327282	0708547487
4532	OMBOGA DENTAL CLINIC	NYANZA	RACHUONYO	EAST KARACHUONYO	KANYALUO SOUTH	KAMENYA CENTRAL	6	PRIV	-0.43	34.62	nombogadentalclinic@healthcare.com	0777070490	0727757835
4533	OMBOGA H C	NYANZA	RACHUONYO	EAST KARACHUONYO	KANYALUO EAST	KOWOUR EAST	3	PRIV	-0.42785	34.6465	nombogahc@healthcare.com	0763008626	0795335128
4534	OMUMBO MEDICAL CLINIC	NYANZA	RACHUONYO	KASIPUL	KOKECH	KASIMBA	6	PRIV	-0.52	34.73	nomumbomedicalclinic@healthcare.com	0703263867	0740361608
4535	PALA MEDICAL CLINIC	NYANZA	RACHUONYO	WEST KARACHUONYO	KANJIRA	KAMWANIA	6	PRIV	-0.353789	34.545441	npalamedicalclinic@healthcare.com	0714372306	0783903455
4536	RUGA MEDICAL CENTRE	NYANZA	RACHUONYO	KASIPUL	KOWIDI	KANYANGO(KOWIDI)	6	PRIV	-0.557405	34.742126	nrugamedicalcentre@healthcare.com	0704467427	0702193190
